18.700557 5.4002194 2.0303373  8.041148
19.547469  5.555261 5.8696546 1.3493316
28.049006 9.1785963 6.3497369 6.4768828
20.897948 12.987678 4.3286616 -9.978933
22.570915 13.761236 12.897655 11.934245
14.953747 4.7069289 -3.330436 3.1380215
29.312393 20.495746 3.5924598 -5.154531
29.333184 18.041165  2.123701 -0.210871
23.042696 14.547875 7.1228724 -5.797617
18.11852 12.643585 7.6993548  9.557828
19.866802 8.6845964 3.2735342 -9.522368
19.161833 6.0369805 5.2160935 -1.178988
13.347519  1.208009  6.760912  3.244647
18.510283 12.925445 12.875822 -5.949109
20.888295 12.948471 4.8799462 2.4752531
14.44079 6.6658832 5.0630214 0.3300649
26.850472 15.293856 11.507018 11.645047
22.625963 16.002044 4.8581572 9.0398143
19.532924 3.8607336 4.4263325 0.0780731
26.308967 13.218549 10.130181 1.5653669
16.985503 12.393197 2.5917125 6.8164607
26.559415 9.5596131  1.225518 -3.226536
18.171429 6.0189293 -2.407358 3.0022016
10.860372 13.776065 8.0054055  2.700781
18.663024  14.13035  6.450385 1.1093457
23.841571 15.625575 6.0289112 2.4663983
31.476448 14.713426 12.399291 8.3423678
17.247535 13.062392 8.6401748 11.709702
22.295071 11.882488 4.8002528 1.1453054
20.179377 13.994059 11.308237 5.3788726
20.647371 14.578677 20.610626 10.299487
20.267819 8.2727256  1.338056  6.720726
15.541344  8.258757 5.3403967 -2.307178
20.967768 16.052923 5.2908687 4.4034444
18.85238 13.589642 2.0148589 5.1692803
18.417548 9.2585665 8.7882383 5.6572397
14.018594  7.430604 1.7911877 3.2772385
11.925882 7.6485478 3.6291941 -2.972702
21.825938 10.342903  2.671097 -3.905101
19.966457 5.4317616 -0.973169 -0.967471
18.149355 11.933448 3.9041355 7.2776334
23.564943 14.333039  1.256593 -2.961162
17.103173  11.81833 5.3306058 3.2672289
24.725354 7.7368256 -2.202852 2.1333768
9.4135568 0.0054102 0.1729336 3.5752697
